year,squad,no,pos,player,date_of_birth_age,caps,club,player_url,club_fa_url,club_fa,club_2,club_country,club_country_flag,goals,captain,player_original,nat_team,club_country_harm,nat_team_alpha3,club_alpha3
2004,Peru,14,FW,Claudio Pizarro,"(1978-10-03)October 3, 1978 (aged 25)",NA,Bayern Munich,/wiki/Claudio_Pizarro,/wiki/German_Football_Association,German Football Association,Bayern Munich,Germany,//upload.wikimedia.org/wikipedia/en//b/ba/Flag_of_Germany.svg,NA,TRUE,Claudio Pizarro (c),Peru,Germany,PER,DEU
2004,Peru,15,DF,Guillermo Salas,"(1978-01-10)January 10, 1978 (aged 26)",NA,Alianza Lima,/wiki/Guillermo_Salas,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Guillermo Salas,Peru,Peru,PER,PER
2004,Peru,16,FW,Andrés Augusto Mendoza,"(1978-04-26)April 26, 1978 (aged 26)",NA,Club Brugge,/wiki/Andr%C3%A9s_Augusto_Mendoza,/wiki/Royal_Belgian_Football_Association,Royal Belgian Football Association,Club Brugge,Belgium,//upload.wikimedia.org/wikipedia/commons//9/92/Flag_of_Belgium_%28civil%29.svg,NA,FALSE,Andrés Augusto Mendoza,Peru,Belgium,PER,BEL
2004,Peru,17,FW,Jefferson Farfán,"(1984-10-28)October 28, 1984 (aged 19)",NA,Alianza Lima,/wiki/Jefferson_Farf%C3%A1n,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Jefferson Farfán,Peru,Peru,PER,PER
2004,Peru,18,MF,Pedro García,"(1974-03-14)March 14, 1974 (aged 30)",NA,Alianza Lima,/wiki/Pedro_Alejandro_Garc%C3%ADa,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Pedro García,Peru,Peru,PER,PER
2004,Peru,19,MF,Marko Ciurlizza,"(1978-02-22)February 22, 1978 (aged 26)",NA,Alianza Lima,/wiki/Marko_Ciurlizza,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Marko Ciurlizza,Peru,Peru,PER,PER
2004,Peru,20,MF,Carlos Zegarra,"(1977-03-02)March 2, 1977 (aged 27)",NA,Sporting Cristal,/wiki/Carlos_Zegarra,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Sporting Cristal,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Carlos Zegarra,Peru,Peru,PER,PER
2004,Peru,21,GK,Leao Butrón,"(1977-06-04)June 4, 1977 (aged 27)",NA,Alianza Lima,/wiki/Leao_Butr%C3%B3n,/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Alianza Lima,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Leao Butrón,Peru,Peru,PER,PER
2004,Peru,22,MF,Julio García,"(1981-06-16)June 16, 1981 (aged 23)",NA,Cienciano,/wiki/Julio_Garc%C3%ADa_(Peruvian_footballer),/wiki/Peruvian_Football_Federation,Peruvian Football Federation,Cienciano,Peru,//upload.wikimedia.org/wikipedia/commons//d/df/Flag_of_Peru_%28state%29.svg,NA,FALSE,Julio García,Peru,Peru,PER,PER
2004,Venezuela,1,GK,Gilberto Angelucci,"(1967-08-07)August 7, 1967 (aged 36)",NA,Maracaibo,/wiki/Gilberto_Angelucci,/wiki/Venezuela,Venezuela,Maracaibo,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Gilberto Angelucci,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,2,DF,Luis Vallenilla,"(1974-03-13)March 13, 1974 (aged 30)",NA,Caracas,/wiki/Luis_Vallenilla,/wiki/Venezuela,Venezuela,Caracas,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Luis Vallenilla,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,3,DF,José Manuel Rey,"(1975-05-20)May 20, 1975 (aged 29)",NA,Caracas,/wiki/Jos%C3%A9_Manuel_Rey,/wiki/Venezuela,Venezuela,Caracas,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,TRUE,José Manuel Rey (c),Venezuela,Venezuela,VEN,VEN
2004,Venezuela,4,DF,Jonay Hernández,"(1979-11-15)November 15, 1979 (aged 24)",NA,Dundee,/wiki/Jonay_Hern%C3%A1ndez,/wiki/Scottish_Football_Association,Scottish Football Association,Dundee,Scotland,//upload.wikimedia.org/wikipedia/commons//1/10/Flag_of_Scotland.svg,NA,FALSE,Jonay Hernández,Venezuela,Scotland,VEN,GB-SCT
2004,Venezuela,5,MF,Miguel Mea Vitali,"(1981-02-19)February 19, 1981 (aged 23)",NA,Caracas,/wiki/Miguel_Mea_Vitali,/wiki/Venezuela,Venezuela,Caracas,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Miguel Mea Vitali,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,6,DF,Alejandro Cichero,"(1977-04-20)April 20, 1977 (aged 27)",NA,Nacional,/wiki/Alejandro_Cichero,/wiki/Uruguayan_Football_Association,Uruguayan Football Association,Nacional,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Alejandro Cichero,Venezuela,Uruguay,VEN,URY
2004,Venezuela,7,FW,Daniel Noriega,"(1977-03-30)March 30, 1977 (aged 27)",NA,Independiente Medellín,/wiki/Daniel_Noriega,/wiki/Colombian_Football_Federation,Colombian Football Federation,Independiente Medellín,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Daniel Noriega,Venezuela,Colombia,VEN,COL
2004,Venezuela,8,FW,Cristian Cásseres,"(1977-06-29)June 29, 1977 (aged 27)",NA,Maracaibo,/wiki/Cristian_C%C3%A1sseres,/wiki/Venezuela,Venezuela,Maracaibo,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Cristian Cásseres,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,9,FW,Alexander Rondón,"(1977-08-30)August 30, 1977 (aged 26)",NA,Deportivo Táchira,/wiki/Alexander_Rond%C3%B3n,/wiki/Venezuela,Venezuela,Deportivo Táchira,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Alexander Rondón,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,10,FW,Massimo Margiotta,"(1977-07-27)July 27, 1977 (aged 26)",NA,Vicenza,/wiki/Massimo_Margiotta,/wiki/Italian_Football_Federation,Italian Football Federation,Vicenza,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Massimo Margiotta,Venezuela,Italy,VEN,ITA
2004,Venezuela,11,MF,Ricardo Páez,"(1979-02-09)February 9, 1979 (aged 25)",NA,Barcelona SC,/wiki/Ricardo_P%C3%A1ez,/wiki/Ecuadorian_Football_Federation,Ecuadorian Football Federation,Barcelona SC,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Ricardo Páez,Venezuela,Ecuador,VEN,ECU
2004,Venezuela,12,GK,Manuel Sanhouse,"(1975-07-16)July 16, 1975 (aged 28)",NA,Deportivo Táchira,/wiki/Manuel_Sanhouse,/wiki/Venezuela,Venezuela,Deportivo Táchira,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Manuel Sanhouse,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,13,DF,Leonel Vielma,"(1978-08-30)August 30, 1978 (aged 25)",NA,Maracaibo,/wiki/Leonel_Vielma,/wiki/Venezuela,Venezuela,Maracaibo,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Leonel Vielma,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,14,MF,Leopoldo Jiménez,"(1978-05-22)May 22, 1978 (aged 26)",NA,Maracaibo,/wiki/Leopoldo_Jim%C3%A9nez,/wiki/Venezuela,Venezuela,Maracaibo,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Leopoldo Jiménez,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,15,FW,Wilfredo Moreno [it],"(1976-04-19)April 19, 1976 (aged 28)",NA,Mineros de Guayana,/w/index.php?title=Wilfredo_Moreno&action=edit&redlink=1,/wiki/Venezuela,Venezuela,Mineros de Guayana,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Wilfredo Moreno [it],Venezuela,Venezuela,VEN,VEN
2004,Venezuela,16,FW,Ruberth Morán,"(1973-11-09)November 9, 1973 (aged 30)",NA,Maracaibo,/wiki/Ruberth_Mor%C3%A1n,/wiki/Venezuela,Venezuela,Maracaibo,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Ruberth Morán,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,17,DF,Jorge Alberto Rojas,"(1977-01-10)January 10, 1977 (aged 27)",NA,Caracas,/wiki/Jorge_Alberto_Rojas,/wiki/Venezuela,Venezuela,Caracas,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Jorge Alberto Rojas,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,18,MF,Juan Arango,"(1980-05-17)May 17, 1980 (aged 24)",NA,Puebla,/wiki/Juan_Arango,/wiki/Mexican_Football_Federation,Mexican Football Federation,Puebla,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Juan Arango,Venezuela,Mexico,VEN,MEX
2004,Venezuela,19,MF,Andreé González,"(1975-06-30)June 30, 1975 (aged 29)",NA,Defensor Sporting,/wiki/Andre%C3%A9_Gonz%C3%A1lez,/wiki/Uruguayan_Football_Association,Uruguayan Football Association,Defensor Sporting,Uruguay,//upload.wikimedia.org/wikipedia/commons//f/fe/Flag_of_Uruguay.svg,NA,FALSE,Andreé González,Venezuela,Uruguay,VEN,URY
2004,Venezuela,20,MF,Héctor Gonzalez,"(1977-04-11)April 11, 1977 (aged 27)",NA,Colón,/wiki/H%C3%A9ctor_Gonz%C3%A1lez_(Venezuelan_footballer),/wiki/Argentine_Football_Association,Argentine Football Association,Colón,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Héctor Gonzalez,Venezuela,Argentina,VEN,ARG
2004,Venezuela,21,DF,Andrés Rouga,"(1974-03-13)March 13, 1974 (aged 30)",NA,Caracas,/wiki/Andr%C3%A9s_Rouga,/wiki/Venezuela,Venezuela,Caracas,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Andrés Rouga,Venezuela,Venezuela,VEN,VEN
2004,Venezuela,22,MF,Pedro Depablos [it],"(1977-01-02)January 2, 1977 (aged 27)",NA,Deportivo Táchira,/w/index.php?title=Pedro_Depablos&action=edit&redlink=1,/wiki/Venezuela,Venezuela,Deportivo Táchira,Venezuela,//upload.wikimedia.org/wikipedia/commons//e/ef/Flag_of_Venezuela_%281930%E2%80%932006%29.svg,NA,FALSE,Pedro Depablos [it],Venezuela,Venezuela,VEN,VEN
2004,Argentina,1,GK,Roberto Abbondanzieri,"(1972-08-19)August 19, 1972 (aged 31)",NA,Boca Juniors,/wiki/Roberto_Abbondanzieri,/wiki/Argentine_Football_Association,Argentine Football Association,Boca Juniors,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Roberto Abbondanzieri,Argentina,Argentina,ARG,ARG
2004,Argentina,2,DF,Roberto Ayala,"(1973-04-14)April 14, 1973 (aged 31)",NA,Valencia,/wiki/Roberto_Ayala,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Valencia,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,TRUE,Roberto Ayala (c),Argentina,Spain,ARG,ESP
2004,Argentina,3,DF,Juan Pablo Sorín,"(1976-05-05)May 5, 1976 (aged 28)",NA,Cruzeiro,/wiki/Juan_Pablo_Sor%C3%ADn,/wiki/Brazilian_Football_Confederation,Brazilian Football Confederation,Cruzeiro,Brazil,//upload.wikimedia.org/wikipedia/en//0/05/Flag_of_Brazil.svg,NA,FALSE,Juan Pablo Sorín,Argentina,Brazil,ARG,BRA
2004,Argentina,4,DF,Facundo Quiroga,"(1978-01-10)January 10, 1978 (aged 26)",NA,VfL Wolfsburg,/wiki/Facundo_Hern%C3%A1n_Quiroga,/wiki/German_Football_Association,German Football Association,VfL Wolfsburg,Germany,//upload.wikimedia.org/wikipedia/en//b/ba/Flag_of_Germany.svg,NA,FALSE,Facundo Quiroga,Argentina,Germany,ARG,DEU
2004,Argentina,5,MF,Javier Mascherano,"(1984-06-08)June 8, 1984 (aged 20)",NA,River Plate,/wiki/Javier_Mascherano,/wiki/Argentine_Football_Association,Argentine Football Association,River Plate,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Javier Mascherano,Argentina,Argentina,ARG,ARG
2004,Argentina,6,DF,Gabriel Heinze,"(1978-04-19)April 19, 1978 (aged 26)",NA,Manchester United,/wiki/Gabriel_Heinze,/wiki/The_Football_Association,The Football Association,Manchester United,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,NA,FALSE,Gabriel Heinze,Argentina,England,ARG,GB-ENG
2004,Argentina,7,FW,Javier Saviola,"(1981-12-11)December 11, 1981 (aged 22)",NA,Barcelona,/wiki/Javier_Saviola,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Barcelona,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Javier Saviola,Argentina,Spain,ARG,ESP
2004,Argentina,8,DF,Javier Zanetti,"(1973-08-10)August 10, 1973 (aged 30)",NA,Inter Milan,/wiki/Javier_Zanetti,/wiki/Italian_Football_Federation,Italian Football Federation,Inter Milan,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Javier Zanetti,Argentina,Italy,ARG,ITA
2004,Argentina,9,FW,Luciano Figueroa,"(1981-05-19)May 19, 1981 (aged 23)",NA,Cruz Azul,/wiki/Luciano_Figueroa,/wiki/Mexican_Football_Federation,Mexican Football Federation,Cruz Azul,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Luciano Figueroa,Argentina,Mexico,ARG,MEX
2004,Argentina,10,MF,Andrés D'Alessandro,"(1981-04-15)April 15, 1981 (aged 23)",NA,VfL Wolfsburg,/wiki/Andr%C3%A9s_D%27Alessandro,/wiki/German_Football_Association,German Football Association,VfL Wolfsburg,Germany,//upload.wikimedia.org/wikipedia/en//b/ba/Flag_of_Germany.svg,NA,FALSE,Andrés D'Alessandro,Argentina,Germany,ARG,DEU
2004,Argentina,11,FW,Carlos Tevez,"(1984-02-05)February 5, 1984 (aged 20)",NA,Boca Juniors,/wiki/Carlos_Tevez,/wiki/Argentine_Football_Association,Argentine Football Association,Boca Juniors,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Carlos Tevez,Argentina,Argentina,ARG,ARG
2004,Argentina,12,GK,Pablo Cavallero,"(1974-04-13)April 13, 1974 (aged 30)",NA,Celta Vigo,/wiki/Pablo_Cavallero,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Celta Vigo,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Pablo Cavallero,Argentina,Spain,ARG,ESP
2004,Argentina,13,DF,Diego Placente,"(1977-04-24)April 24, 1977 (aged 27)",NA,Bayer Leverkusen,/wiki/Diego_Placente,/wiki/German_Football_Association,German Football Association,Bayer Leverkusen,Germany,//upload.wikimedia.org/wikipedia/en//b/ba/Flag_of_Germany.svg,NA,FALSE,Diego Placente,Argentina,Germany,ARG,DEU
2004,Argentina,14,DF,Clemente Rodríguez,"(1981-07-31)July 31, 1981 (aged 22)",NA,Boca Juniors,/wiki/Clemente_Rodr%C3%ADguez,/wiki/Argentine_Football_Association,Argentine Football Association,Boca Juniors,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Clemente Rodríguez,Argentina,Argentina,ARG,ARG
2004,Argentina,15,DF,Leandro Fernández,"(1983-01-30)January 30, 1983 (aged 21)",NA,Newell's Old Boys,"/wiki/Leandro_Fern%C3%A1ndez_(footballer,_born_1983)",/wiki/Argentine_Football_Association,Argentine Football Association,Newell's Old Boys,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Leandro Fernández,Argentina,Argentina,ARG,ARG
2004,Argentina,16,MF,Lucho González,"(1981-01-19)January 19, 1981 (aged 23)",NA,River Plate,/wiki/Lucho_Gonz%C3%A1lez,/wiki/Argentine_Football_Association,Argentine Football Association,River Plate,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Lucho González,Argentina,Argentina,ARG,ARG
2004,Argentina,17,DF,Mariano González,"(1981-05-05)May 5, 1981 (aged 23)",NA,Palermo,/wiki/Mariano_Gonz%C3%A1lez,/wiki/Italian_Football_Federation,Italian Football Federation,Palermo,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Mariano González,Argentina,Italy,ARG,ITA
2004,Argentina,18,MF,Kily González,"(1974-08-07)August 7, 1974 (aged 29)",NA,Inter Milan,/wiki/Kily_Gonz%C3%A1lez,/wiki/Italian_Football_Federation,Italian Football Federation,Inter Milan,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Kily González,Argentina,Italy,ARG,ITA
2004,Argentina,19,MF,César Delgado,"(1981-08-18)August 18, 1981 (aged 22)",NA,Cruz Azul,/wiki/C%C3%A9sar_Delgado,/wiki/Mexican_Football_Federation,Mexican Football Federation,Cruz Azul,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,César Delgado,Argentina,Mexico,ARG,MEX
2004,Argentina,20,MF,Nicolás Medina,"(1982-02-17)February 17, 1982 (aged 22)",NA,Sunderland,/wiki/Nicol%C3%A1s_Medina,/wiki/The_Football_Association,The Football Association,Sunderland,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,NA,FALSE,Nicolás Medina,Argentina,England,ARG,GB-ENG
2004,Argentina,21,FW,Mauro Rosales,"(1981-02-24)February 24, 1981 (aged 23)",NA,Newell's Old Boys,/wiki/Mauro_Rosales,/wiki/Argentine_Football_Association,Argentine Football Association,Newell's Old Boys,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Mauro Rosales,Argentina,Argentina,ARG,ARG
2004,Argentina,22,DF,Fabricio Coloccini,"(1982-01-22)January 22, 1982 (aged 22)",NA,Milan,/wiki/Fabricio_Coloccini,/wiki/Italian_Football_Federation,Italian Football Federation,Milan,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Fabricio Coloccini,Argentina,Italy,ARG,ITA
2004,Ecuador,1,GK,Jacinto Espinoza,"(1969-11-24)November 24, 1969 (aged 34)",NA,LDU Quito,/wiki/Jacinto_Espinoza,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Jacinto Espinoza,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,2,DF,Jorge Guagua,"(1981-09-28)September 28, 1981 (aged 22)",NA,El Nacional,/wiki/Jorge_Guagua,/wiki/Ecuador,Ecuador,El Nacional,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Jorge Guagua,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,3,DF,Iván Hurtado,"(1974-08-16)August 16, 1974 (aged 29)",NA,Real Murcia,/wiki/Iv%C3%A1n_Hurtado,/wiki/Spain,Spain,Real Murcia,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Iván Hurtado,Ecuador,Spain,ECU,ESP
2004,Ecuador,4,DF,Ulises de la Cruz,"(1974-02-08)February 8, 1974 (aged 30)",NA,Aston Villa,/wiki/Ulises_de_la_Cruz,/wiki/England,England,Aston Villa,England,//upload.wikimedia.org/wikipedia/en//b/be/Flag_of_England.svg,NA,FALSE,Ulises de la Cruz,Ecuador,England,ECU,GB-ENG
2004,Ecuador,5,MF,Alfonso Obregón,"(1972-05-12)May 12, 1972 (aged 32)",NA,LDU Quito,/wiki/Alfonso_Obreg%C3%B3n,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Alfonso Obregón,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,6,DF,Paul Ambrosi,"(1980-10-14)October 14, 1980 (aged 23)",NA,LDU Quito,/wiki/Paul_Ambrosi,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Paul Ambrosi,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,7,FW,Franklin Salas,"(1981-08-30)August 30, 1981 (aged 22)",NA,LDU Quito,/wiki/Franklin_Salas,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Franklin Salas,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,8,FW,Ebelio Ordóñez,"(1972-11-03)November 3, 1972 (aged 31)",NA,El Nacional,/wiki/Ebelio_Ord%C3%B3%C3%B1ez,/wiki/Ecuador,Ecuador,El Nacional,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Ebelio Ordóñez,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,9,FW,Gustavo Figueroa,"(1978-08-30)August 30, 1978 (aged 25)",NA,Aucas,/wiki/Gustavo_Figueroa,/wiki/Ecuador,Ecuador,Aucas,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Gustavo Figueroa,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,10,MF,Álex Aguinaga,"(1969-07-09)July 9, 1969 (aged 34)",NA,LDU Quito,/wiki/%C3%81lex_Aguinaga,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,TRUE,Álex Aguinaga (c),Ecuador,Ecuador,ECU,ECU
2004,Ecuador,11,FW,Agustín Delgado,"(1974-12-23)December 23, 1974 (aged 29)",NA,Aucas,/wiki/Agust%C3%ADn_Delgado,/wiki/Ecuador,Ecuador,Aucas,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Agustín Delgado,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,12,GK,Oswaldo Ibarra,"(1969-09-08)September 8, 1969 (aged 34)",NA,El Nacional,/wiki/Oswaldo_Ibarra,/wiki/Ecuador,Ecuador,El Nacional,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Oswaldo Ibarra,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,13,MF,Luis Saritama,"(1983-10-20)October 20, 1983 (aged 20)",NA,Deportivo Quito,/wiki/Luis_Saritama,/wiki/Ecuador,Ecuador,Deportivo Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Luis Saritama,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,14,FW,Jhonny Baldeón,"(1981-06-15)June 15, 1981 (aged 23)",NA,Deportivo Quito,/wiki/Jhonny_Balde%C3%B3n,/wiki/Ecuador,Ecuador,Deportivo Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Jhonny Baldeón,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,15,MF,Marlon Ayoví,"(1971-09-27)September 27, 1971 (aged 32)",NA,Deportivo Quito,/wiki/Marlon_Ayov%C3%AD,/wiki/Ecuador,Ecuador,Deportivo Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Marlon Ayoví,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,16,MF,Cléber Chalá,"(1971-06-29)June 29, 1971 (aged 33)",NA,Deportivo Quito,/wiki/Cl%C3%A9ber_Chal%C3%A1,/wiki/Ecuador,Ecuador,Deportivo Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Cléber Chalá,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,17,DF,Giovanny Espinoza,"(1977-04-12)April 12, 1977 (aged 27)",NA,LDU Quito,/wiki/Giovanny_Espinoza,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Giovanny Espinoza,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,18,DF,Neicer Reasco,"(1977-07-23)July 23, 1977 (aged 26)",NA,LDU Quito,/wiki/Neicer_Reasco,/wiki/Ecuador,Ecuador,LDU Quito,Ecuador,//upload.wikimedia.org/wikipedia/commons//e/e8/Flag_of_Ecuador.svg,NA,FALSE,Neicer Reasco,Ecuador,Ecuador,ECU,ECU
2004,Ecuador,19,MF,Edison Méndez,"(1979-03-16)March 16, 1979 (aged 25)",NA,Deportivo Irapuato,/wiki/Edison_M%C3%A9ndez,/wiki/Mexico,Mexico,Deportivo Irapuato,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Edison Méndez,Ecuador,Mexico,ECU,MEX
